committee,date,status
Committee on Finance,2012-11-14T16:00:00+00:00,recorded
Committee on Finance,2012-12-10T16:00:00+00:00,recorded
Committee on Finance,2013-01-15T16:00:00+00:00,recorded
Committee on Finance,2013-02-11T17:00:00+00:00,recorded
Committee on Finance,2013-04-08T15:00:00+00:00,recorded
Committee on Finance,2013-05-06T15:00:00+00:00,recorded
Committee on Finance,2013-05-24T14:00:00+00:00,recorded
Committee on Finance,2013-05-28T15:00:00+00:00,recorded
Committee on Finance,2013-05-31T15:00:00+00:00,recorded
Committee on Finance,2013-06-03T15:00:00+00:00,recorded
Committee on Finance,2013-06-24T14:00:00+00:00,recorded
Committee on Finance,2013-07-19T15:00:00+00:00,recorded
Committee on Finance,2013-09-06T15:00:00+00:00,recorded
Committee on Finance,2013-10-11T15:00:00+00:00,recorded
Committee on Finance,2013-11-12T16:00:00+00:00,recorded
Committee on Finance,2013-11-12T16:00:00+00:00,recorded
Committee on Finance,2013-11-18T16:00:00+00:00,recorded
Committee on Finance,2013-11-18T16:00:00+00:00,recorded
Committee on Finance,2013-11-18T16:00:00+00:00,recorded
Committee on Finance,2013-11-25T16:00:00+00:00,recorded
Committee on Finance,2013-11-25T16:00:00+00:00,recorded
Committee on Finance,2013-12-09T16:00:00+00:00,recorded
Committee on Finance,2014-02-03T16:00:00+00:00,recorded
Committee on Finance,2014-03-04T17:00:00+00:00,recorded
Committee on Finance,2014-03-31T15:00:00+00:00,recorded
Committee on Finance,2014-04-28T15:00:00+00:00,recorded
Committee on Finance,2014-05-23T15:00:00+00:00,recorded
Committee on Finance,2014-06-24T16:00:00+00:00,recorded
Committee on Finance,2014-07-28T18:00:00+00:00,recorded
Committee on Finance,2014-07-29T16:00:00+00:00,recorded
Committee on Finance,2014-09-08T16:00:00+00:00,recorded
Committee on Finance,2014-10-06T16:00:00+00:00,recorded
Committee on Finance,2014-11-03T16:00:00+00:00,recorded
Committee on Finance,2014-11-10T16:00:00+00:00,recorded
Committee on Finance,2014-11-18T16:00:00+00:00,recorded
Committee on Finance,2014-12-08T16:00:00+00:00,recorded
Committee on Finance,2015-01-15T16:00:00+00:00,recorded
Committee on Finance,2015-03-16T16:00:00+00:00,recorded
Committee on Finance,2015-04-13T15:00:00+00:00,recorded
Committee on Finance,2015-04-14T15:00:00+00:00,recorded
Committee on Finance,2015-05-05T15:00:00+00:00,recorded
Committee on Finance,2015-05-15T20:00:00+00:00,recorded
Committee on Finance,2015-06-15T15:00:00+00:00,recorded
Committee on Finance,2015-07-27T15:00:00+00:00,recorded
Committee on Finance,2015-09-21T16:00:00+00:00,recorded
Committee on Finance,2015-09-21T16:00:00+00:00,recorded
Committee on Finance,2015-10-19T14:00:00+00:00,recorded
Committee on Finance,2015-10-19T14:00:00+00:00,recorded
Committee on Finance,2015-10-19T14:00:00+00:00,recorded
Committee on Finance,2015-10-20T15:00:00+00:00,recorded
Committee on Finance,2015-10-26T15:00:00+00:00,recorded
Committee on Finance,2015-11-16T16:00:00+00:00,recorded
Committee on Finance,2015-12-07T19:00:00+00:00,recorded
Committee on Finance,2016-01-11T16:00:00+00:00,recorded
Committee on Finance,2016-01-11T16:00:00+00:00,recorded
Committee on Finance,2016-02-08T16:00:00+00:00,recorded
Committee on Finance,2016-03-11T16:00:00+00:00,recorded
Committee on Finance,2016-04-11T15:00:00+00:00,recorded
Committee on Finance,2016-05-16T15:00:00+00:00,recorded
Committee on Finance,2016-06-21T16:00:00+00:00,recorded
Committee on Finance,2016-07-19T16:00:00+00:00,recorded
Committee on Finance,2016-09-09T15:00:00+00:00,recorded
Committee on Finance,2016-09-09T15:00:00+00:00,recorded
Committee on Finance,2016-09-09T15:00:00+00:00,recorded
Committee on Finance,2016-09-09T15:00:00+00:00,recorded
Committee on Finance,2016-09-09T15:00:00+00:00,recorded
Committee on Finance,2016-09-12T19:00:00+00:00,recorded
Committee on Finance,2016-10-31T15:00:00+00:00,recorded
Committee on Finance,2016-11-07T16:00:00+00:00,recorded
Committee on Finance,2016-11-14T16:00:00+00:00,recorded
Committee on Finance,2016-12-12T16:00:00+00:00,recorded
Committee on Finance,2017-01-24T17:00:00+00:00,recorded
Committee on Finance,2011-03-04T16:00:00+00:00,not recorded
Committee on Finance,2011-03-09T15:15:00+00:00,not recorded
Committee on Finance,2011-10-04T17:00:00+00:00,not recorded
Committee on Finance,2011-10-31T15:00:00+00:00,not recorded
Committee on Finance,2011-11-01T15:00:00+00:00,not recorded
Committee on Finance,2012-02-15T15:30:00+00:00,not recorded
Committee on Finance,2012-03-12T16:00:00+00:00,not recorded
Committee on Finance,2012-04-18T14:10:00+00:00,not recorded
Committee on Finance,2012-05-07T15:00:00+00:00,not recorded
Committee on Finance,2012-05-15T15:00:00+00:00,not recorded
Committee on Finance,2012-06-27T14:00:00+00:00,not recorded
Committee on Finance,2012-07-20T15:00:00+00:00,not recorded
Committee on Finance,2012-10-11T16:00:00+00:00,not recorded
Committee on Finance,2012-10-12T15:00:00+00:00,not recorded
Committee on Finance,2012-10-30T15:00:00+00:00,not recorded
Committee on Finance,2012-12-05T16:00:00+00:00,not recorded
Committee on Finance,2012-12-10T16:00:00+00:00,not recorded
Committee on Finance,2012-12-11T19:00:00+00:00,not recorded
Committee on Finance,2012-12-12T15:15:00+00:00,not recorded
Committee on Finance,2013-01-17T15:15:00+00:00,not recorded
Committee on Finance,2013-03-11T15:00:00+00:00,not recorded
Committee on Finance,2013-03-14T15:00:00+00:00,not recorded
Committee on Finance,2013-05-24T14:00:00+00:00,not recorded
Committee on Finance,2013-05-28T15:00:00+00:00,not recorded
Committee on Finance,2013-06-03T14:15:00+00:00,not recorded
Committee on Finance,2013-06-07T15:00:00+00:00,not recorded
Committee on Finance,2013-09-11T14:00:00+00:00,not recorded
Committee on Finance,2013-10-11T15:00:00+00:00,not recorded
Committee on Finance,2013-11-08T16:00:00+00:00,not recorded
Committee on Finance,2013-11-14T16:00:00+00:00,not recorded
Committee on Finance,2014-01-13T16:00:00+00:00,not recorded
Committee on Finance,2014-01-15T15:00:00+00:00,not recorded
Committee on Finance,2014-02-03T15:00:00+00:00,not recorded
Committee on Finance,2014-09-08T16:00:00+00:00,not recorded
Committee on Finance,2014-10-02T15:00:00+00:00,not recorded
Committee on Finance,2014-10-06T16:00:00+00:00,not recorded
Committee on Finance,2014-10-27T13:00:00+00:00,not recorded
Committee on Finance,2014-10-27T14:30:00+00:00,not recorded
Committee on Finance,2014-10-27T16:00:00+00:00,not recorded
Committee on Finance,2014-10-27T17:00:00+00:00,not recorded
Committee on Finance,2014-10-28T14:30:00+00:00,not recorded
Committee on Finance,2014-10-28T16:00:00+00:00,not recorded
Committee on Finance,2014-11-05T15:00:00+00:00,not recorded
Committee on Finance,2014-11-07T16:00:00+00:00,not recorded
Committee on Finance,2014-11-24T16:00:00+00:00,not recorded
Committee on Finance,2014-11-25T16:30:00+00:00,not recorded
Committee on Finance,2015-04-13T15:00:00+00:00,not recorded
Committee on Finance,2015-05-19T15:30:00+00:00,not recorded
Committee on Finance,2015-07-27T15:00:00+00:00,not recorded
Committee on Finance,2015-07-29T14:15:00+00:00,not recorded
Committee on Finance,2015-07-31T15:00:00+00:00,not recorded
Committee on Finance,2015-09-21T16:00:00+00:00,not recorded
Committee on Finance,2015-10-13T15:00:00+00:00,not recorded
Committee on Finance,2015-10-16T15:00:00+00:00,not recorded
Committee on Finance,2015-10-19T14:00:00+00:00,not recorded
Committee on Finance,2015-10-21T14:15:00+00:00,not recorded
Committee on Finance,2015-10-30T15:00:00+00:00,not recorded
Committee on Finance,2015-11-10T16:00:00+00:00,not recorded
Committee on Finance,2015-11-12T16:00:00+00:00,not recorded
Committee on Finance,2015-11-13T16:00:00+00:00,not recorded
Committee on Finance,2015-12-03T16:00:00+00:00,not recorded
Committee on Finance,2016-02-10T15:15:00+00:00,not recorded
Committee on Finance,2016-05-16T15:00:00+00:00,not recorded
Committee on Finance,2016-06-15T15:00:00+00:00,not recorded
Committee on Finance,2016-06-21T16:00:00+00:00,not recorded
Committee on Finance,2016-07-19T16:00:00+00:00,not recorded
Committee on Finance,2016-09-08T15:00:00+00:00,not recorded
Committee on Finance,2016-09-12T19:00:00+00:00,not recorded
Committee on Finance,2016-09-12T19:15:00+00:00,not recorded
Committee on Finance,2016-10-05T14:00:00+00:00,not recorded
Committee on Finance,2016-10-27T15:00:00+00:00,not recorded
Committee on Finance,2016-10-28T15:00:00+00:00,not recorded
Committee on Finance,2016-10-31T15:00:00+00:00,not recorded
Committee on Finance,2016-11-07T16:00:00+00:00,not recorded
Committee on Finance,2016-11-15T15:15:00+00:00,not recorded
Committee on Finance,2016-11-22T16:00:00+00:00,not recorded
Committee on Finance,2016-11-28T16:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2011-09-01T15:00:00+00:00,recorded
Committee on Health and Environmental Protection,2011-09-27T15:00:00+00:00,recorded
Committee on Health and Environmental Protection,2012-03-12T15:00:00+00:00,recorded
Committee on Health and Environmental Protection,2013-05-30T18:00:00+00:00,recorded
Committee on Health and Environmental Protection,2013-07-23T15:00:00+00:00,recorded
Committee on Health and Environmental Protection,2013-10-15T16:00:00+00:00,recorded
Committee on Health and Environmental Protection,2013-11-06T19:00:00+00:00,recorded
Committee on Health and Environmental Protection,2014-05-28T14:00:00+00:00,recorded
Committee on Health and Environmental Protection,2014-06-05T15:00:00+00:00,recorded
Committee on Health and Environmental Protection,2015-01-20T15:00:00+00:00,recorded
Committee on Health and Environmental Protection,2016-05-12T14:30:00+00:00,recorded
Committee on Health and Environmental Protection,2016-09-07T16:00:00+00:00,recorded
Committee on Health and Environmental Protection,2011-05-31T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2011-06-02T14:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2011-06-28T16:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2011-07-25T16:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2011-10-24T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2012-05-01T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2012-05-22T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2012-06-05T16:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2013-02-06T17:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2013-03-05T19:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2013-06-04T15:30:00+00:00,not recorded
Committee on Health and Environmental Protection,2013-06-18T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-03-25T16:30:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-04-24T19:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-05-27T20:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-06-05T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-07-16T16:30:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-07-21T15:30:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-08-19T18:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2014-11-20T16:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2015-04-14T19:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2015-06-04T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2015-07-23T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2015-09-09T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2016-06-07T15:00:00+00:00,not recorded
Committee on Health and Environmental Protection,2016-07-18T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2011-02-03T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-03-02T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-04-06T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-04-28T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-06-06T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-06-28T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-07-20T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-08-30T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-09-27T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-10-17T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-11-08T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2011-12-06T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-01-10T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-02-08T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-03-06T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-04-10T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-05-03T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-05-30T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-06-13T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-06-19T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-07-18T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-08-29T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-09-25T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-10-22T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2012-11-13T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-01-08T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-02-06T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-03-25T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-05-01T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-05-30T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-06-19T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-07-16T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-09-05T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-10-09T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-11-05T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2013-12-05T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-01-08T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-01-28T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-02-25T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-03-12T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-03-26T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-03-26T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-04-01T14:30:00+00:00,recorded
Committee on Housing and Real Estate,2014-04-23T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-05-21T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-06-04T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-06-18T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-07-23T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-09-03T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-10-01T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-10-29T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-11-10T17:00:00+00:00,recorded
Committee on Housing and Real Estate,2014-12-03T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-01-14T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-03-11T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-04-09T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-04-13T14:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-04-29T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-06-15T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2015-10-20T14:30:00+00:00,recorded
Committee on Housing and Real Estate,2015-11-09T15:30:00+00:00,recorded
Committee on Housing and Real Estate,2015-12-07T15:30:00+00:00,recorded
Committee on Housing and Real Estate,2016-01-12T15:30:00+00:00,recorded
Committee on Housing and Real Estate,2016-02-04T16:00:00+00:00,recorded
Committee on Housing and Real Estate,2016-03-14T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2016-04-11T15:00:00+00:00,recorded
Committee on Housing and Real Estate,2016-05-17T14:30:00+00:00,recorded
Committee on Housing and Real Estate,2016-06-21T14:30:00+00:00,recorded
Committee on Housing and Real Estate,2016-07-19T14:30:00+00:00,recorded
Committee on Housing and Real Estate,2016-09-29T14:30:00+00:00,recorded
Committee on Housing and Real Estate,2016-11-29T15:30:00+00:00,recorded
Committee on Housing and Real Estate,2017-01-17T16:30:00+00:00,recorded
Committee on Housing and Real Estate,2011-02-02T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2011-02-17T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2011-08-09T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2011-09-14T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2011-11-30T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2012-03-07T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2012-05-09T14:15:00+00:00,not recorded
Committee on Housing and Real Estate,2012-05-16T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2012-09-13T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2012-11-19T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2013-02-28T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2013-03-06T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2013-05-21T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2013-08-21T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2013-12-12T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2014-03-12T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2014-04-01T14:30:00+00:00,not recorded
Committee on Housing and Real Estate,2014-06-04T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2014-09-11T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2015-03-19T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2015-06-08T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2015-07-27T14:30:00+00:00,not recorded
Committee on Housing and Real Estate,2015-09-08T15:30:00+00:00,not recorded
Committee on Housing and Real Estate,2015-09-16T14:30:00+00:00,not recorded
Committee on Housing and Real Estate,2015-12-08T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2016-02-17T16:00:00+00:00,not recorded
Committee on Housing and Real Estate,2016-05-26T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2016-09-09T14:30:00+00:00,not recorded
Committee on Housing and Real Estate,2016-09-21T15:00:00+00:00,not recorded
Committee on Housing and Real Estate,2016-12-13T16:00:00+00:00,not recorded
Committee on Human Relations,2011-06-07T19:00:00+00:00,recorded
Committee on Human Relations,2011-10-03T19:00:00+00:00,recorded
Committee on Human Relations,2012-01-12T16:00:00+00:00,recorded
Committee on Human Relations,2012-02-16T16:00:00+00:00,recorded
Committee on Human Relations,2012-03-06T19:00:00+00:00,recorded
Committee on Human Relations,2012-03-19T15:00:00+00:00,recorded
Committee on Human Relations,2012-05-29T15:00:00+00:00,recorded
Committee on Human Relations,2012-09-10T15:00:00+00:00,recorded
Committee on Human Relations,2012-11-14T16:00:00+00:00,recorded
Committee on Human Relations,2013-01-14T16:00:00+00:00,recorded
Committee on Human Relations,2013-05-07T15:00:00+00:00,recorded
Committee on Human Relations,2013-10-03T18:00:00+00:00,recorded
Committee on Human Relations,2013-11-22T16:00:00+00:00,recorded
Committee on Human Relations,2014-02-03T19:00:00+00:00,recorded
Committee on Human Relations,2014-02-19T16:00:00+00:00,recorded
Committee on Human Relations,2014-03-11T14:30:00+00:00,recorded
Committee on Human Relations,2014-03-25T18:30:00+00:00,recorded
Committee on Human Relations,2014-05-20T17:30:00+00:00,recorded
Committee on Human Relations,2014-06-23T18:30:00+00:00,recorded
Committee on Human Relations,2014-08-19T15:00:00+00:00,recorded
Committee on Human Relations,2014-10-27T19:00:00+00:00,recorded
Committee on Human Relations,2015-04-28T14:30:00+00:00,recorded
Committee on Human Relations,2015-09-16T15:00:00+00:00,recorded
Committee on Human Relations,2016-02-02T16:00:00+00:00,recorded
Committee on Human Relations,2016-06-08T15:00:00+00:00,recorded
Committee on Human Relations,2016-07-13T18:00:00+00:00,recorded
Committee on Human Relations,2016-09-28T15:00:00+00:00,recorded
Committee on Human Relations,2016-12-05T16:00:00+00:00,recorded
Committee on Human Relations,2017-01-18T16:00:00+00:00,recorded
Committee on Human Relations,2011-10-20T15:00:00+00:00,not recorded
Committee on Human Relations,2012-07-23T15:00:00+00:00,not recorded
Committee on Human Relations,2013-06-25T16:00:00+00:00,not recorded
Committee on License and Consumer Protection,2011-01-27T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-02-28T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-03-30T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-04-27T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-06-06T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-06-29T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-07-05T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-07-26T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-09-07T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-10-04T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-10-26T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-11-01T14:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-11-15T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2011-12-07T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-01-17T15:30:00+00:00,recorded
Committee on License and Consumer Protection,2012-02-07T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-03-13T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-04-10T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-05-03T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-05-30T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-06-21T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-07-19T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-08-29T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-09-25T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-10-24T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-11-13T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2012-12-05T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-01-09T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-02-07T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-03-07T16:30:00+00:00,recorded
Committee on License and Consumer Protection,2013-04-03T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-05-02T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-06-04T16:30:00+00:00,recorded
Committee on License and Consumer Protection,2013-06-19T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-07-18T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-08-28T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-09-25T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-10-30T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-11-25T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-12-04T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-01-08T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-01-29T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-02-26T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-03-04T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-03-26T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-04-23T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-04-24T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-05-21T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-06-18T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-07-23T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-09-03T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-09-30T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-10-30T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2014-11-18T16:30:00+00:00,recorded
Committee on License and Consumer Protection,2015-01-14T19:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-03-11T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-04-14T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-05-05T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-06-16T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-10-27T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-11-17T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2015-12-08T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-01-12T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-02-09T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-03-08T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-03-14T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-04-12T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-05-17T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-06-21T16:30:00+00:00,recorded
Committee on License and Consumer Protection,2016-07-13T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-09-08T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-09-28T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-10-26T16:00:00+00:00,recorded
Committee on License and Consumer Protection,2016-12-07T18:00:00+00:00,recorded
Committee on License and Consumer Protection,2017-01-18T17:00:00+00:00,recorded
Committee on License and Consumer Protection,2013-01-15T16:30:00+00:00,not recorded
Committee on License and Consumer Protection,2013-01-16T16:00:00+00:00,not recorded
Committee on License and Consumer Protection,2013-05-29T16:30:00+00:00,not recorded
Committee on License and Consumer Protection,2014-03-27T15:00:00+00:00,not recorded
Committee on License and Consumer Protection,2014-12-03T19:00:00+00:00,not recorded
Committee on License and Consumer Protection,2014-12-08T18:00:00+00:00,not recorded
Committee on License and Consumer Protection,2015-07-28T16:00:00+00:00,not recorded
Committee on License and Consumer Protection,2015-09-16T16:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2011-06-06T16:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2011-09-07T16:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2011-10-03T18:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2011-10-31T18:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2011-11-15T15:30:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2011-12-12T19:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-01-12T17:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-02-09T17:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-04-11T18:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-04-13T15:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-06-04T18:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-06-25T18:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-07-23T18:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-09-11T16:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2012-10-02T16:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2014-05-21T17:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2014-10-28T20:00:00+00:00,recorded
