alderman,quarters,Meetings_Attended,Total_Meetings,Attendance %
"Munoz, Ricardo",10,8,12,0.666666667
"Munoz, Ricardo",11,1,3,0.333333333
"Munoz, Ricardo",12,4,11,0.363636364
"Munoz, Ricardo",13,3,7,0.428571429
"Munoz, Ricardo",14,0,7,0
"Munoz, Ricardo",15,0,5,0
"Munoz, Ricardo",16,1,9,0.111111111
"Munoz, Ricardo",17,0,3,0
"Munoz, Ricardo",18,4,10,0.4
"Munoz, Ricardo",19,1,2,0.5
"Munoz, Ricardo",20,6,9,0.666666667
"Munoz, Ricardo",21,6,10,0.6
"Munoz, Ricardo",22,3,9,0.333333333
"Munoz, Ricardo",23,6,10,0.6
"Munoz, Ricardo",24,11,13,0.846153846
"Napolitano, Anthony V.",18,2,2,1
"Napolitano, Anthony V.",19,0,1,0
"Napolitano, Anthony V.",20,5,6,0.833333333
"Napolitano, Anthony V.",21,6,8,0.75
"Napolitano, Anthony V.",22,7,9,0.777777778
"Napolitano, Anthony V.",23,6,7,0.857142857
"Napolitano, Anthony V.",24,7,9,0.777777778
"O'Connor, Mary",3,14,14,1
"O'Connor, Mary",4,6,18,0.333333333
"O'Connor, Mary",5,11,16,0.6875
"O'Connor, Mary",6,17,24,0.708333333
"O'Connor, Mary",7,11,18,0.611111111
"O'Connor, Mary",8,7,18,0.388888889
"O'Connor, Mary",9,12,17,0.705882353
"O'Connor, Mary",10,17,21,0.80952381
"O'Connor, Mary",11,8,9,0.888888889
"O'Connor, Mary",12,9,17,0.529411765
"O'Connor, Mary",13,13,16,0.8125
"O'Connor, Mary",14,8,13,0.615384615
"O'Connor, Mary",15,7,11,0.636363636
"O'Connor, Mary",16,9,12,0.75
"O'Connor, Mary",17,4,9,0.444444444
"O'Connor, Mary",18,3,9,0.333333333
"O'Connor, Patrick",3,8,9,0.888888889
"O'Connor, Patrick",4,1,9,0.111111111
"O'Connor, Patrick",5,1,8,0.125
"O'Connor, Patrick",6,8,16,0.5
"O'Connor, Patrick",7,3,10,0.3
"O'Connor, Patrick",8,5,16,0.3125
"O'Connor, Patrick",9,3,7,0.428571429
"O'Connor, Patrick",10,6,16,0.375
"O'Connor, Patrick",11,0,3,0
"O'Connor, Patrick",12,0,12,0
"O'Connor, Patrick",13,5,6,0.833333333
"O'Connor, Patrick",14,0,4,0
"O'Connor, Patrick",15,5,7,0.714285714
"O'Connor, Patrick",16,4,8,0.5
"O'Connor, Patrick",17,0,4,0
"O'Connor, Patrick",18,4,10,0.4
"O'Connor, Patrick",19,1,3,0.333333333
"O'Connor, Patrick",20,7,14,0.5
"O'Connor, Patrick",21,8,11,0.727272727
"O'Connor, Patrick",22,6,11,0.545454545
"O'Connor, Patrick",23,4,10,0.4
"O'Connor, Patrick",24,9,11,0.818181818
"O'Shea, Matthew J.",3,10,10,1
"O'Shea, Matthew J.",4,6,14,0.428571429
"O'Shea, Matthew J.",5,9,13,0.692307692
"O'Shea, Matthew J.",6,12,17,0.705882353
"O'Shea, Matthew J.",7,5,14,0.357142857
"O'Shea, Matthew J.",8,9,15,0.6
"O'Shea, Matthew J.",9,12,13,0.923076923
"O'Shea, Matthew J.",10,10,15,0.666666667
"O'Shea, Matthew J.",11,5,7,0.714285714
"O'Shea, Matthew J.",12,8,12,0.666666667
"O'Shea, Matthew J.",13,12,12,1
"O'Shea, Matthew J.",14,6,10,0.6
"O'Shea, Matthew J.",15,8,8,1
"O'Shea, Matthew J.",16,4,7,0.571428571
"O'Shea, Matthew J.",17,4,7,0.571428571
"O'Shea, Matthew J.",18,12,13,0.923076923
"O'Shea, Matthew J.",19,2,3,0.666666667
"O'Shea, Matthew J.",20,14,18,0.777777778
"O'Shea, Matthew J.",21,17,21,0.80952381
"O'Shea, Matthew J.",22,10,17,0.588235294
"O'Shea, Matthew J.",23,12,18,0.666666667
"O'Shea, Matthew J.",24,16,20,0.8
"Osterman, Harry",3,5,6,0.833333333
"Osterman, Harry",4,4,6,0.666666667
"Osterman, Harry",5,5,7,0.714285714
"Osterman, Harry",6,5,11,0.454545455
"Osterman, Harry",7,2,9,0.222222222
"Osterman, Harry",8,3,10,0.3
"Osterman, Harry",9,3,6,0.5
"Osterman, Harry",10,4,8,0.5
"Osterman, Harry",11,3,3,1
"Osterman, Harry",12,4,8,0.5
"Osterman, Harry",13,3,6,0.5
"Osterman, Harry",14,2,6,0.333333333
"Osterman, Harry",15,2,5,0.4
"Osterman, Harry",16,3,7,0.428571429
"Osterman, Harry",17,1,4,0.25
"Osterman, Harry",18,3,8,0.375
"Osterman, Harry",19,1,1,1
"Osterman, Harry",20,8,9,0.888888889
"Osterman, Harry",21,6,9,0.666666667
"Osterman, Harry",22,5,7,0.714285714
"Osterman, Harry",23,5,7,0.714285714
"Osterman, Harry",24,5,8,0.625
"Pawar, Ameya",3,11,12,0.916666667
"Pawar, Ameya",4,4,12,0.333333333
"Pawar, Ameya",5,3,12,0.25
"Pawar, Ameya",6,3,11,0.272727273
"Pawar, Ameya",7,5,12,0.416666667
"Pawar, Ameya",8,7,10,0.7
"Pawar, Ameya",9,10,11,0.909090909
"Pawar, Ameya",10,9,10,0.9
"Pawar, Ameya",11,7,8,0.875
"Pawar, Ameya",12,6,9,0.666666667
"Pawar, Ameya",13,10,12,0.833333333
"Pawar, Ameya",14,7,10,0.7
"Pawar, Ameya",15,4,7,0.571428571
"Pawar, Ameya",16,2,7,0.285714286
"Pawar, Ameya",17,6,10,0.6
"Pawar, Ameya",18,8,14,0.571428571
"Pawar, Ameya",19,2,4,0.5
"Pawar, Ameya",20,7,17,0.411764706
"Pawar, Ameya",21,8,18,0.444444444
"Pawar, Ameya",22,8,16,0.5
"Pawar, Ameya",23,5,13,0.384615385
"Pawar, Ameya",24,10,14,0.714285714
"Pope, John",3,17,17,1
"Pope, John",4,11,18,0.611111111
"Pope, John",5,9,19,0.473684211
"Pope, John",6,13,22,0.590909091
"Pope, John",7,8,17,0.470588235
"Pope, John",8,6,18,0.333333333
"Pope, John",9,9,16,0.5625
"Pope, John",10,7,21,0.333333333
"Pope, John",11,4,9,0.444444444
"Pope, John",12,3,20,0.15
"Pope, John",13,13,18,0.722222222
"Pope, John",14,7,14,0.5
"Pope, John",15,6,8,0.75
"Pope, John",16,5,14,0.357142857
"Pope, John",17,4,9,0.444444444
"Pope, John",18,3,11,0.272727273
"Quinn, Marty",3,11,11,1
"Quinn, Marty",4,14,16,0.875
"Quinn, Marty",5,10,11,0.909090909
"Quinn, Marty",6,16,17,0.941176471
"Quinn, Marty",7,9,12,0.75
"Quinn, Marty",8,5,11,0.454545455
"Quinn, Marty",9,8,10,0.8
"Quinn, Marty",10,11,13,0.846153846
"Quinn, Marty",11,5,7,0.714285714
"Quinn, Marty",12,9,13,0.692307692
"Quinn, Marty",13,11,15,0.733333333
"Quinn, Marty",14,11,12,0.916666667
"Quinn, Marty",15,7,8,0.875
"Quinn, Marty",16,11,14,0.785714286
"Quinn, Marty",17,5,9,0.555555556
"Quinn, Marty",18,15,17,0.882352941
"Quinn, Marty",19,2,2,1
"Quinn, Marty",20,13,16,0.8125
"Quinn, Marty",21,13,16,0.8125
"Quinn, Marty",22,12,15,0.8
"Quinn, Marty",23,12,13,0.923076923
"Quinn, Marty",24,12,15,0.8
"Ramirez-Rosa, Carlos",18,2,2,1
"Ramirez-Rosa, Carlos",19,0,3,0
"Ramirez-Rosa, Carlos",20,5,8,0.625
"Ramirez-Rosa, Carlos",21,2,5,0.4
"Ramirez-Rosa, Carlos",22,6,6,1
"Ramirez-Rosa, Carlos",23,3,6,0.5
"Ramirez-Rosa, Carlos",24,5,5,1
"Reboyras, Ariel",3,19,19,1
"Reboyras, Ariel",4,20,22,0.909090909
"Reboyras, Ariel",5,16,17,0.941176471
"Reboyras, Ariel",6,18,28,0.642857143
"Reboyras, Ariel",7,17,20,0.85
"Reboyras, Ariel",8,19,21,0.904761905
"Reboyras, Ariel",9,19,19,1
"Reboyras, Ariel",10,26,26,1
"Reboyras, Ariel",11,10,10,1
"Reboyras, Ariel",12,18,20,0.9
"Reboyras, Ariel",13,17,18,0.944444444
"Reboyras, Ariel",14,8,10,0.8
"Reboyras, Ariel",15,9,9,1
"Reboyras, Ariel",16,13,14,0.928571429
"Reboyras, Ariel",17,8,9,0.888888889
"Reboyras, Ariel",18,14,15,0.933333333
"Reboyras, Ariel",19,2,2,1
"Reboyras, Ariel",20,14,15,0.933333333
"Reboyras, Ariel",21,16,18,0.888888889
"Reboyras, Ariel",22,17,18,0.944444444
"Reboyras, Ariel",23,13,15,0.866666667
"Reboyras, Ariel",24,17,18,0.944444444
"Reilly, Brendan",3,15,16,0.9375
"Reilly, Brendan",4,15,17,0.882352941
"Reilly, Brendan",5,8,14,0.571428571
"Reilly, Brendan",6,5,19,0.263157895
"Reilly, Brendan",7,9,15,0.6
"Reilly, Brendan",8,8,19,0.421052632
"Reilly, Brendan",9,9,13,0.692307692
"Reilly, Brendan",10,14,22,0.636363636
"Reilly, Brendan",11,4,8,0.5
"Reilly, Brendan",12,8,16,0.5
"Reilly, Brendan",13,9,15,0.6
"Reilly, Brendan",14,7,10,0.7
"Reilly, Brendan",15,7,10,0.7
"Reilly, Brendan",16,7,12,0.583333333
"Reilly, Brendan",17,4,9,0.444444444
"Reilly, Brendan",18,8,14,0.571428571
"Reilly, Brendan",19,2,4,0.5
"Reilly, Brendan",20,7,14,0.5
"Reilly, Brendan",21,9,16,0.5625
"Reilly, Brendan",22,8,13,0.615384615
"Reilly, Brendan",23,6,14,0.428571429
"Reilly, Brendan",24,9,16,0.5625
"Sadlowski Garza, Susan",18,0,4,0
"Sadlowski Garza, Susan",19,0,2,0
"Sadlowski Garza, Susan",20,5,10,0.5
"Sadlowski Garza, Susan",21,4,9,0.444444444
"Sadlowski Garza, Susan",22,4,9,0.444444444
"Sadlowski Garza, Susan",23,5,10,0.5
"Sadlowski Garza, Susan",24,5,9,0.555555556
"Santiago, Milagros S.",18,2,3,0.666666667
"Santiago, Milagros S.",19,2,3,0.666666667
"Santiago, Milagros S.",20,6,12,0.5
"Santiago, Milagros S.",21,8,12,0.666666667
"Santiago, Milagros S.",22,6,11,0.545454545
"Santiago, Milagros S.",23,6,11,0.545454545
"Santiago, Milagros S.",24,8,11,0.727272727
"Sawyer, Roderick T.",3,9,9,1
"Sawyer, Roderick T.",4,10,13,0.769230769
"Sawyer, Roderick T.",5,11,14,0.785714286
"Sawyer, Roderick T.",6,7,13,0.538461538
"Sawyer, Roderick T.",7,4,10,0.4
"Sawyer, Roderick T.",8,5,10,0.5
"Sawyer, Roderick T.",9,4,7,0.571428571
"Sawyer, Roderick T.",10,4,7,0.571428571
"Sawyer, Roderick T.",11,1,4,0.25
"Sawyer, Roderick T.",12,3,6,0.5
"Sawyer, Roderick T.",13,3,12,0.25
"Sawyer, Roderick T.",14,4,9,0.444444444
"Sawyer, Roderick T.",15,2,6,0.333333333
"Sawyer, Roderick T.",16,3,7,0.428571429
"Sawyer, Roderick T.",17,2,4,0.5
"Sawyer, Roderick T.",18,6,12,0.5
"Sawyer, Roderick T.",19,3,3,1
"Sawyer, Roderick T.",20,6,13,0.461538462
"Sawyer, Roderick T.",21,9,13,0.692307692
"Sawyer, Roderick T.",22,8,11,0.727272727
"Sawyer, Roderick T.",23,8,13,0.615384615
"Sawyer, Roderick T.",24,11,14,0.785714286
"Scott, Jr. Michael",18,4,5,0.8
"Scott, Jr. Michael",19,1,2,0.5
"Scott, Jr. Michael",20,13,16,0.8125
"Scott, Jr. Michael",21,14,14,1
"Scott, Jr. Michael",22,12,13,0.923076923
"Scott, Jr. Michael",23,12,12,1
"Scott, Jr. Michael",24,11,11,1
"Silverstein, Debra L.",3,12,12,1
"Silverstein, Debra L.",4,13,14,0.928571429
"Silverstein, Debra L.",5,8,10,0.8
"Silverstein, Debra L.",6,12,15,0.8
"Silverstein, Debra L.",7,8,12,0.666666667
"Silverstein, Debra L.",8,6,13,0.461538462
"Silverstein, Debra L.",9,7,9,0.777777778
"Silverstein, Debra L.",10,7,9,0.777777778
"Silverstein, Debra L.",11,3,5,0.6
"Silverstein, Debra L.",12,4,6,0.666666667
"Silverstein, Debra L.",13,9,14,0.642857143
"Silverstein, Debra L.",14,7,8,0.875
"Silverstein, Debra L.",15,3,6,0.5
"Silverstein, Debra L.",16,5,7,0.714285714
"Silverstein, Debra L.",17,3,5,0.6
"Silverstein, Debra L.",18,9,11,0.818181818
"Silverstein, Debra L.",19,3,3,1
"Silverstein, Debra L.",20,13,14,0.928571429
"Silverstein, Debra L.",21,11,15,0.733333333
"Silverstein, Debra L.",22,9,13,0.692307692
"Silverstein, Debra L.",23,8,12,0.666666667
"Silverstein, Debra L.",24,12,17,0.705882353
"Smith, Michele",3,10,10,1
"Smith, Michele",4,8,9,0.888888889
"Smith, Michele",5,12,12,1
"Smith, Michele",6,9,11,0.818181818
"Smith, Michele",7,7,10,0.7
"Smith, Michele",8,7,11,0.636363636
"Smith, Michele",9,7,8,0.875
"Smith, Michele",10,9,11,0.818181818
"Smith, Michele",11,5,6,0.833333333
"Smith, Michele",12,7,9,0.777777778
"Smith, Michele",13,11,15,0.733333333
"Smith, Michele",14,8,9,0.888888889
"Smith, Michele",15,6,7,0.857142857
"Smith, Michele",16,7,8,0.875
"Smith, Michele",17,5,5,1
"Smith, Michele",18,11,13,0.846153846
"Smith, Michele",19,3,4,0.75
"Smith, Michele",20,10,15,0.666666667
"Smith, Michele",21,12,13,0.923076923
"Smith, Michele",22,6,12,0.5
"Smith, Michele",23,9,14,0.642857143
"Smith, Michele",24,9,13,0.692307692
"Solis, Daniel",3,16,17,0.941176471
"Solis, Daniel",4,8,18,0.444444444
"Solis, Daniel",5,6,19,0.315789474
"Solis, Daniel",6,10,24,0.416666667
"Solis, Daniel",7,6,18,0.333333333
"Solis, Daniel",8,7,22,0.318181818
"Solis, Daniel",9,5,15,0.333333333
"Solis, Daniel",10,7,23,0.304347826
"Solis, Daniel",11,3,7,0.428571429
"Solis, Daniel",12,6,20,0.3
"Solis, Daniel",13,7,18,0.388888889
"Solis, Daniel",14,3,12,0.25
"Solis, Daniel",15,4,13,0.307692308
"Solis, Daniel",16,9,13,0.692307692
"Solis, Daniel",17,4,9,0.444444444
"Solis, Daniel",18,7,16,0.4375
"Solis, Daniel",19,2,5,0.4
"Solis, Daniel",20,10,14,0.714285714
"Solis, Daniel",21,12,17,0.705882353
"Solis, Daniel",22,11,15,0.733333333
"Solis, Daniel",23,9,15,0.6
"Solis, Daniel",24,13,18,0.722222222
"Sposato, Nicholas",3,12,12,1
"Sposato, Nicholas",4,8,13,0.615384615
"Sposato, Nicholas",5,9,11,0.818181818
"Sposato, Nicholas",6,14,16,0.875
"Sposato, Nicholas",7,11,12,0.916666667
"Sposato, Nicholas",8,10,11,0.909090909
"Sposato, Nicholas",9,12,12,1
"Sposato, Nicholas",10,10,10,1
"Sposato, Nicholas",11,5,7,0.714285714
"Sposato, Nicholas",12,4,8,0.5
"Sposato, Nicholas",13,14,15,0.933333333
"Sposato, Nicholas",14,10,10,1
"Sposato, Nicholas",15,5,6,0.833333333
"Sposato, Nicholas",16,2,8,0.25
"Sposato, Nicholas",17,4,7,0.571428571
"Sposato, Nicholas",18,8,11,0.727272727
"Sposato, Nicholas",19,2,2,1
"Sposato, Nicholas",20,8,9,0.888888889
"Sposato, Nicholas",21,4,7,0.571428571
"Sposato, Nicholas",22,8,9,0.888888889
"Sposato, Nicholas",23,7,8,0.875
"Sposato, Nicholas",24,12,12,1
"Suarez, Regner Ray",3,20,20,1
"Suarez, Regner Ray",4,14,21,0.666666667
"Suarez, Regner Ray",5,13,17,0.764705882
"Suarez, Regner Ray",6,18,27,0.666666667
"Suarez, Regner Ray",7,10,19,0.526315789
"Suarez, Regner Ray",8,11,22,0.5
"Suarez, Regner Ray",9,14,17,0.823529412
"Suarez, Regner Ray",10,12,28,0.428571429
"Suarez, Regner Ray",11,5,10,0.5
"Suarez, Regner Ray",12,16,21,0.761904762
"Suarez, Regner Ray",13,9,19,0.473684211
"Suarez, Regner Ray",14,12,13,0.923076923
"Suarez, Regner Ray",15,11,13,0.846153846
"Suarez, Regner Ray",16,12,17,0.705882353
"Suarez, Regner Ray",17,6,12,0.5
"Suarez, Regner Ray",18,6,13,0.461538462
"Taliaferro, Chris",18,1,2,0.5
"Taliaferro, Chris",19,1,1,1
"Taliaferro, Chris",20,6,8,0.75
"Taliaferro, Chris",21,8,11,0.727272727
"Taliaferro, Chris",22,8,10,0.8
"Taliaferro, Chris",23,6,10,0.6
"Taliaferro, Chris",24,11,12,0.916666667
"Thomas, Latasha R.",3,17,18,0.944444444
"Thomas, Latasha R.",4,6,18,0.333333333
"Thomas, Latasha R.",5,7,20,0.35
"Thomas, Latasha R.",6,7,20,0.35
"Thomas, Latasha R.",7,5,15,0.333333333
"Thomas, Latasha R.",8,4,20,0.2
"Thomas, Latasha R.",9,4,13,0.307692308
"Thomas, Latasha R.",10,5,19,0.263157895
"Thomas, Latasha R.",11,1,7,0.142857143
"Thomas, Latasha R.",12,4,16,0.25
"Thomas, Latasha R.",13,8,18,0.444444444
"Thomas, Latasha R.",14,3,11,0.272727273
"Thomas, Latasha R.",15,5,11,0.454545455
"Thomas, Latasha R.",16,6,12,0.5
"Thomas, Latasha R.",17,3,8,0.375
"Thomas, Latasha R.",18,5,12,0.416666667
"Thompson, JoAnn",3,12,13,0.923076923
"Thompson, JoAnn",4,6,14,0.428571429
"Thompson, JoAnn",5,6,13,0.461538462
"Thompson, JoAnn",6,8,18,0.444444444
"Thompson, JoAnn",7,2,12,0.166666667
"Thompson, JoAnn",8,2,15,0.133333333
"Thompson, JoAnn",9,6,11,0.545454545
"Thompson, JoAnn",10,6,18,0.333333333
"Thompson, JoAnn",11,4,8,0.5
"Thompson, JoAnn",12,10,18,0.555555556
"Thompson, JoAnn",13,11,16,0.6875
"Thompson, JoAnn",14,4,12,0.333333333
"Thompson, JoAnn",15,7,9,0.777777778
"Thompson, JoAnn",16,4,13,0.307692308
"Thompson, JoAnn",17,0,5,0
"Thompson, Patrick D.",18,2,3,0.666666667
"Thompson, Patrick D.",19,3,4,0.75
"Thompson, Patrick D.",20,6,12,0.5
"Thompson, Patrick D.",21,7,10,0.7
"Thompson, Patrick D.",22,6,9,0.666666667
"Thompson, Patrick D.",23,8,10,0.8
"Thompson, Patrick D.",24,12,12,1
"Tunney, Thomas",3,20,21,0.952380952
"Tunney, Thomas",4,17,21,0.80952381
"Tunney, Thomas",5,14,17,0.823529412
"Tunney, Thomas",6,14,21,0.666666667
"Tunney, Thomas",7,13,17,0.764705882
"Tunney, Thomas",8,11,21,0.523809524
"Tunney, Thomas",9,12,14,0.857142857
"Tunney, Thomas",10,20,25,0.8
"Tunney, Thomas",11,11,13,0.846153846
"Tunney, Thomas",12,16,21,0.761904762
"Tunney, Thomas",13,12,17,0.705882353
"Tunney, Thomas",14,14,15,0.933333333
"Tunney, Thomas",15,10,13,0.769230769
"Tunney, Thomas",16,11,13,0.846153846
"Tunney, Thomas",17,8,11,0.727272727
"Tunney, Thomas",18,16,18,0.888888889
"Tunney, Thomas",19,5,6,0.833333333
"Tunney, Thomas",20,16,20,0.8
"Tunney, Thomas",21,18,20,0.9
"Tunney, Thomas",22,13,17,0.764705882
"Tunney, Thomas",23,12,18,0.666666667
"Tunney, Thomas",24,14,18,0.777777778
"Villegas, Gilbert",18,3,3,1
"Villegas, Gilbert",19,1,1,1
"Villegas, Gilbert",20,7,9,0.777777778
"Villegas, Gilbert",21,4,7,0.571428571
"Villegas, Gilbert",22,5,9,0.555555556
"Villegas, Gilbert",23,5,7,0.714285714
"Villegas, Gilbert",24,2,5,0.4
"Waguespack, Scott",3,15,16,0.9375
"Waguespack, Scott",4,10,16,0.625
"Waguespack, Scott",5,15,17,0.882352941
"Waguespack, Scott",6,8,18,0.444444444
"Waguespack, Scott",7,5,12,0.416666667
"Waguespack, Scott",8,9,15,0.6
"Waguespack, Scott",9,6,12,0.5
"Waguespack, Scott",10,10,15,0.666666667
"Waguespack, Scott",11,4,6,0.666666667
"Waguespack, Scott",12,9,12,0.75
"Waguespack, Scott",13,12,14,0.857142857
"Waguespack, Scott",14,3,8,0.375
"Waguespack, Scott",15,4,7,0.571428571
"Waguespack, Scott",16,11,12,0.916666667
"Waguespack, Scott",17,5,6,0.833333333
"Waguespack, Scott",18,10,15,0.666666667
"Waguespack, Scott",19,1,3,0.333333333
"Waguespack, Scott",20,9,13,0.692307692
"Waguespack, Scott",21,11,13,0.846153846
"Waguespack, Scott",22,9,11,0.818181818
"Waguespack, Scott",23,13,13,1
"Waguespack, Scott",24,12,14,0.857142857
"Zalewski, Michael R.",3,13,15,0.866666667
"Zalewski, Michael R.",4,5,12,0.416666667
"Zalewski, Michael R.",5,3,9,0.333333333
"Zalewski, Michael R.",6,7,16,0.4375
"Zalewski, Michael R.",7,2,11,0.181818182
"Zalewski, Michael R.",8,4,16,0.25
"Zalewski, Michael R.",9,5,8,0.625
"Zalewski, Michael R.",10,9,19,0.473684211
"Zalewski, Michael R.",11,2,7,0.285714286
"Zalewski, Michael R.",12,4,16,0.25
"Zalewski, Michael R.",13,2,7,0.285714286
"Zalewski, Michael R.",14,3,7,0.428571429
"Zalewski, Michael R.",15,2,7,0.285714286
"Zalewski, Michael R.",16,4,9,0.444444444
"Zalewski, Michael R.",17,1,6,0.166666667
"Zalewski, Michael R.",18,3,10,0.3
"Zalewski, Michael R.",19,1,3,0.333333333
"Zalewski, Michael R.",20,6,13,0.461538462
"Zalewski, Michael R.",21,7,11,0.636363636
"Zalewski, Michael R.",22,7,12,0.583333333
"Zalewski, Michael R.",23,3,10,0.3
"Zalewski, Michael R.",24,6,11,0.545454545
